Герои Случая, Эссет книга 2.;https://litnet.com/ru/book/geroi-sluchaya-esset-kniga-2-b382281;135            RUB;Александр Сухов;https://litnet.com/ru/aleksandr-suhov-u2217820
Level Up. Хаген. Нокаут;https://litnet.com/ru/book/level-up-xagen-nokaut-b55886;179            RUB;Данияр Сугралинов;https://litnet.com/ru/daniyar-sugralinov-u87167
Сага о неудачнике 2;https://litnet.com/ru/book/saga-o-neudachnike-2-b142675;125            RUB;Немченко Александр Владимирович;https://litnet.com/ru/nemchenko-aleksandr-vladimirovich-u1442778
Т.У.М.А.Н: Игра на выживание;https://litnet.com/ru/book/tuman-igra-na-vyzhivanie-b175652;Бесплатно;Наталья Самартцис, Ник Самарцев;https://litnet.com/ru/natalya-samartcis-u3496757
Легенда 4, Вторжение;https://litnet.com/ru/book/legenda-4-vtorzhenie-b252116;149            RUB;Владимир Кретов;https://litnet.com/ru/vladimir-kretov-u4224360
Десять тысяч стилей. Книга третья;https://litnet.com/ru/book/desyat-tysyach-stilei-kniga-tretya-b272535;119            RUB;Илья Головань (Krayhir);https://litnet.com/ru/ilya-golovan-krayhir-u4065502
Дикий Тостер 2. Море по колено.;https://litnet.com/ru/book/dikii-toster-2-more-po-koleno-b275638;119            RUB;Евгений Никутин;https://litnet.com/ru/evgenii-nikutin-u713959
Мутант.Надежда;https://litnet.com/ru/book/mutantnadezhda-b307075;149            RUB;Сергей Терехов;https://litnet.com/ru/sergei-terehov-u6710123
Мутант. Цель рядом;https://litnet.com/ru/book/mutant-cel-ryadom-b339223;119            RUB;Сергей Терехов;https://litnet.com/ru/sergei-terehov-u6710123
Аддон;https://litnet.com/ru/book/addon-b340391;139            RUB;Владимир Кретов;https://litnet.com/ru/vladimir-kretov-u4224360
Раненые звёзды - 3: Книга Ветра и Крови;https://litnet.com/ru/book/ranenye-zvezdy-3-kniga-vetra-i-krovi-b347750;159            RUB;Сергей Котов;https://litnet.com/ru/sergei-kotov-u4505942
Раненые звёзды - 4: Апокалипсис;https://litnet.com/ru/book/ranenye-zvezdy-4-apokalipsis-b367990;159            RUB;Сергей Котов;https://litnet.com/ru/sergei-kotov-u4505942
Десять тысяч стилей. Книга шестая;https://litnet.com/ru/book/desyat-tysyach-stilei-kniga-shestaya-b369645;129            RUB;Илья Головань (Krayhir);https://litnet.com/ru/ilya-golovan-krayhir-u4065502
По грехам нашим. В лето 6731...;https://litnet.com/ru/book/po-greham-nashim-v-leto-6731-b378077;Бесплатно;Денис Старый;https://litnet.com/ru/denis-staryi-u9605472
Возрождение - 3;https://litnet.com/ru/book/vozrozhdenie-3-b378847;109            RUB;Степан Кулик;https://litnet.com/ru/stepan-kulik-u8542447
Защита Периметра. Восьмой Сектор.;https://litnet.com/ru/book/zashchita-perimetra-vosmoi-sektor-b1178;Бесплатно;Михаил Атаманов;https://litnet.com/ru/mihail-atamanov-u2909
Тёмный травник;https://litnet.com/ru/book/temnyi-travnik-b6034;Бесплатно;Михаил Атаманов;https://litnet.com/ru/mihail-atamanov-u2909
Семь;https://litnet.com/ru/book/sem-b56340;Бесплатно;Юлия Резник;https://litnet.com/ru/yuliya-reznik-u187818
Кибер - реликт;https://litnet.com/ru/book/kiber-relikt-b98659;Бесплатно;Дмитрий Палеолог;https://litnet.com/ru/dmitrii-paleolog-u559156
Альянс Неудачников. Котёнок и его человек;https://litnet.com/ru/book/alyans-neudachnikov-kotenok-i-ego-chelovek-b168835;Бесплатно;Михаил Атаманов;https://litnet.com/ru/mihail-atamanov-u2909
Блогер Неудачник: Адаптация ;https://litnet.com/ru/book/bloger-neudachnik-adaptaciya-b223392;Бесплатно;Александр Робский ;https://litnet.com/ru/aleksandr-robskii-u1889868
Защита Периметра. Через Смерть.;https://litnet.com/ru/book/zashchita-perimetra-cherez-smert-b1184;Бесплатно;Михаил Атаманов;https://litnet.com/ru/mihail-atamanov-u2909
Багровый папоротник ;https://litnet.com/ru/book/bagrovyi-paporotnik-b133100;Бесплатно;Ана Карана;https://litnet.com/ru/ana-karana-u1582504
Level Up. Хаген. Нокаут 2;https://litnet.com/ru/book/level-up-xagen-nokaut-2-b133377;179            RUB;Данияр Сугралинов;https://litnet.com/ru/daniyar-sugralinov-u87167
Дисгардиум 4. Призыв Нергала;https://litnet.com/ru/book/disgardium-4-prizyv-nergala-b177949;179            RUB;Данияр Сугралинов;https://litnet.com/ru/daniyar-sugralinov-u87167
Легенда 3, Легион;https://litnet.com/ru/book/legenda-3-legion-b212804;149            RUB;Владимир Кретов;https://litnet.com/ru/vladimir-kretov-u4224360
Галактика Ариверсум. Космические страсти;https://litnet.com/ru/book/galaktika-ariversum-kosmicheskie-strasti-b221263;Бесплатно;Тина Блестящая, Холли Ультрафиолет;https://litnet.com/ru/tina-blestyashchaya-u1198418
Сага о неудачнике 4;https://litnet.com/ru/book/saga-o-neudachnike-4-b222599;125            RUB;Немченко Александр Владимирович;https://litnet.com/ru/nemchenko-aleksandr-vladimirovich-u1442778
Знамение. Час Икс;https://litnet.com/ru/book/znamenie-chas-iks-b236900;119            RUB;Тимур Ильясов;https://litnet.com/ru/timur-ilyasov-u1097867
Злодейский путь!.. [том 7-8];https://litnet.com/ru/book/zlodeiskii-put-tom-7-8-b274188;149            RUB;Эл Моргот (mrgtghost);https://litnet.com/ru/el-morgot-mrgtghost-u3149338
Легенда 5, Война богов;https://litnet.com/ru/book/legenda-5-voina-bogov-b282285;149            RUB;Владимир Кретов;https://litnet.com/ru/vladimir-kretov-u4224360
Злодейский путь!.. [том 3-4];https://litnet.com/ru/book/zlodeiskii-put-tom-3-4-b308229;134.1            RUB;Эл Моргот (mrgtghost);https://litnet.com/ru/el-morgot-mrgtghost-u3149338
Убийца Богов 3: Истоки ;https://litnet.com/ru/book/ubiica-bogov-3-istoki-b334784;139            RUB;Александр Робский ;https://litnet.com/ru/aleksandr-robskii-u1889868
