"Салат ""Дамский""";https://gotovim-doma.ru/recipe/342-salat-damskii;70 
"Салат ""Цезарь"" с курицей";https://gotovim-doma.ru/recipe/996-salat-tsezar-s-kuritsyei;59 
"Салат с капустой ""Пестренький""";https://gotovim-doma.ru/recipe/2080-salat-s-kapustoy-pestrenkiy;82 
